Date,LongReturn_Net,ShortReturn_Net,LSReturn_Net,BenchmarkReturn,LongTurnover,LongTickers,ShortTickers,Regime_RiskOn,Regime_SGGrowth,VIX,SG_PMI,Label
2018-01-31,0.0670551126366442,-0.053453174404820884,0.013601938231823311,0.062014904555245776,0.3333333333333333,YZJSGD SP Equity|VMS SP Equity|HKL SP Equity|UOL SP Equity|SGX SP Equity|FCT SP Equity,SATS SP Equity|CIT SP Equity|GENS SP Equity|WIL SP Equity|DFI SP Equity|JM SP Equity,1.0,1,11.04,52.8,Full
2018-02-28,-0.020742240272743597,0.042478040458325886,0.02173580018558229,-0.03450253178513596,0.16666666666666666,YZJSGD SP Equity|VMS SP Equity|HKL SP Equity|UOL SP Equity|FCT SP Equity|MLT SP Equity,SATS SP Equity|WIL SP Equity|KEP SP Equity|STM SP Equity|JM SP Equity|DFI SP Equity,1.0,1,13.54,53.1,Full
2018-03-31,-0.02570290574963352,0.025708012611240595,5.1068616070751305e-06,-0.011739730294013746,0.16666666666666666,YZJSGD SP Equity|VMS SP Equity|HKL SP Equity|MLT SP Equity|UOL SP Equity|SGX SP Equity,GENS SP Equity|CIT SP Equity|SATS SP Equity|WIL SP Equity|DFI SP Equity|JM SP Equity,1.0,1,19.85,52.7,Full
2018-04-30,-0.021303866232952814,-0.018860350022889015,-0.04016421625584183,0.024496555869710772,0.16666666666666666,VMS SP Equity|YZJSGD SP Equity|HKL SP Equity|MLT SP Equity|MPACT SP Equity|UOL SP Equity,WIL SP Equity|GENS SP Equity|CIT SP Equity|STM SP Equity|DFI SP Equity|JM SP Equity,0.0,1,19.97,53.0,Full
2018-05-31,-0.028094658091277702,0.010018847665832277,-0.018075810425445427,-0.025119297526012316,0.16666666666666666,VMS SP Equity|YZJSGD SP Equity|MLT SP Equity|HKL SP Equity|MPACT SP Equity|MINT SP Equity,CIT SP Equity|SATS SP Equity|GENS SP Equity|STM SP Equity|JM SP Equity|DFI SP Equity,0.0,1,15.93,52.9,Full
2018-06-30,-0.04917560906284229,0.02251192485462241,-0.02666368420821988,-0.03636855061218164,0.16666666666666666,VMS SP Equity|YZJSGD SP Equity|DBS SP Equity|HKL SP Equity|MLT SP Equity|MPACT SP Equity,SCI SP Equity|WIL SP Equity|GENS SP Equity|CIT SP Equity|DFI SP Equity|JM SP Equity,0.0,1,15.43,52.7,Full
2018-07-31,0.015884324120043865,0.013488636313243351,0.029372960433287215,0.010530490068701794,0.16666666666666666,VMS SP Equity|YZJSGD SP Equity|HKL SP Equity|MLT SP Equity|MPACT SP Equity|STE SP Equity,CIT SP Equity|GENS SP Equity|DFI SP Equity|THBEV SP Equity|STM SP Equity|JM SP Equity,1.0,1,16.09,52.5,Full
2018-08-31,0.0306249498417274,0.04846298365259175,0.07908793349431915,-0.010157768863625502,0.16666666666666666,VMS SP Equity|YZJSGD SP Equity|HKL SP Equity|MPACT SP Equity|SGX SP Equity|STE SP Equity,CIT SP Equity|DFI SP Equity|KDCREIT SP Equity|STM SP Equity|THBEV SP Equity|JM SP Equity,1.0,1,12.83,52.3,Full
2018-09-30,0.023440428055686868,-0.06518463587412945,-0.04174420781844258,0.02378080324344029,0.16666666666666666,VMS SP Equity|HKL SP Equity|YZJSGD SP Equity|FCT SP Equity|MPACT SP Equity|STE SP Equity,SCI SP Equity|CIT SP Equity|THBEV SP Equity|JM SP Equity|STM SP Equity|DFI SP Equity,1.0,1,12.86,52.6,Full
2018-10-31,-0.05591403632409629,0.12754306045329475,0.07162902412919846,-0.06671258539595627,0.3333333333333333,HKL SP Equity|VMS SP Equity|SGX SP Equity|MPACT SP Equity|FLT SP Equity|STE SP Equity,GENS SP Equity|SCI SP Equity|JM SP Equity|CIT SP Equity|THBEV SP Equity|STM SP Equity,1.0,1,12.12,52.4,Full
2018-11-30,0.039683671195554396,-0.03477529980558548,0.004908371389968913,0.024236875664978976,0.3333333333333333,STE SP Equity|SGX SP Equity|HKL SP Equity|YZJSGD SP Equity|DBS SP Equity|MPACT SP Equity,UOL SP Equity|ST SP Equity|CIT SP Equity|THBEV SP Equity|JM SP Equity|STM SP Equity,0.0,1,21.23,51.9,Full
2018-12-31,-0.011089359985121235,0.005617465190198017,-0.005471894794923217,-0.010667628383745194,0.16666666666666666,STE SP Equity|YZJSGD SP Equity|MPACT SP Equity|SGX SP Equity|HKL SP Equity|FCT SP Equity,UOL SP Equity|GENS SP Equity|CIT SP Equity|THBEV SP Equity|STM SP Equity|JM SP Equity,0.0,1,18.07,51.5,Full
2019-01-31,0.08860264679557425,-0.08800532911469335,0.0005973176808809072,0.0675838297997707,0.16666666666666666,STE SP Equity|YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|MPACT SP Equity|FLT SP Equity,UOL SP Equity|GENS SP Equity|THBEV SP Equity|CIT SP Equity|JM SP Equity|STM SP Equity,0.0,1,25.42,51.1,Full
2019-02-28,0.01102794198265768,-0.0322540097387548,-0.02122606775609712,0.014253201591182086,0.16666666666666666,YZJSGD SP Equity|STE SP Equity|SGX SP Equity|MPACT SP Equity|HKL SP Equity|MINT SP Equity,UOL SP Equity|GENS SP Equity|VMS SP Equity|THBEV SP Equity|CIT SP Equity|STM SP Equity,0.0,1,16.57,50.7,Full
2019-03-31,0.016638139882777136,0.01607956481339675,0.03271770469617388,0.009316431846917897,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|STE SP Equity|SGX SP Equity|MPACT SP Equity|FCT SP Equity,VMS SP Equity|THBEV SP Equity|SCI SP Equity|CIT SP Equity|JM SP Equity|STM SP Equity,1.0,1,14.78,50.4,Full
2019-04-30,0.026904236697833633,-0.008619573865572001,0.01828466283226163,0.031810264236577776,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|STE SP Equity|SGX SP Equity|MPACT SP Equity|KDCREIT SP Equity,VMS SP Equity|SCI SP Equity|DFI SP Equity|CIT SP Equity|JM SP Equity|STM SP Equity,1.0,1,13.71,50.8,Full
2019-05-31,-0.029161504959192,0.08088553120245444,0.05172402624326244,-0.04824308088529548,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|MPACT SP Equity|MLT SP Equity|SGX SP Equity|STE SP Equity,VMS SP Equity|SCI SP Equity|CIT SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,1,13.12,50.3,Full
2019-06-30,0.06518078995522147,-0.027616485627031034,0.03756430432819044,0.06550302762455404,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|STE SP Equity|MPACT SP Equity|FLT SP Equity|SGX SP Equity,SIA SP Equity|JM SP Equity|SCI SP Equity|CIT SP Equity|DFI SP Equity|STM SP Equity,0.0,0,18.71,49.9,Full
2019-07-31,-0.02551893799774488,0.0035412786571641353,-0.021977659340580748,-0.005525798479362533,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|MPACT SP Equity|MLT SP Equity|FLT SP Equity,SIA SP Equity|GENS SP Equity|JM SP Equity|CIT SP Equity|DFI SP Equity|STM SP Equity,1.0,0,15.08,49.6,Full
2019-08-31,-0.066919189730435,0.06614560493195541,-0.0007735847984795818,-0.031762124166688624,0.16666666666666666,YZJSGD SP Equity|SGX SP Equity|MPACT SP Equity|MLT SP Equity|HKL SP Equity|SCI SP Equity,GENS SP Equity|CIT SP Equity|SIA SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,1.0,0,16.12,49.8,Full
2019-09-30,0.017003751658254684,0.0058470492771966025,0.022850800935451287,0.011148621564031186,0.16666666666666666,YZJSGD SP Equity|SGX SP Equity|MPACT SP Equity|STE SP Equity|MLT SP Equity|SCI SP Equity,SIA SP Equity|CIT SP Equity|GENS SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,0,18.98,49.9,Full
2019-10-31,0.036442438490647516,-0.05810836587644202,-0.021665927385794502,0.042731528371455905,0.16666666666666666,YZJSGD SP Equity|MPACT SP Equity|SGX SP Equity|THBEV SP Equity|MLT SP Equity|STE SP Equity,GENS SP Equity|SIA SP Equity|ST SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,1.0,0,16.24,49.5,Full
2019-11-30,0.016180897895906283,0.02643910549266889,0.042620003388575176,-0.0056927017512137185,0.3333333333333333,YZJSGD SP Equity|MPACT SP Equity|SGX SP Equity|HKL SP Equity|MLT SP Equity|FCT SP Equity,CIT SP Equity|GENS SP Equity|ST SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,0,13.22,49.6,Full
2019-12-31,0.03642720317728525,-0.003873983937788185,0.03255321923949706,0.01739635728932063,0.16666666666666666,SGX SP Equity|MPACT SP Equity|YZJSGD SP Equity|HKL SP Equity|MLT SP Equity|KDCREIT SP Equity,WIL SP Equity|SIA SP Equity|ST SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,1.0,0,12.62,49.8,Full
2020-01-31,-0.023847113945219496,0.0644170699035424,0.040569955958322905,-0.022951310388526908,0.16666666666666666,SGX SP Equity|MPACT SP Equity|YZJSGD SP Equity|MLT SP Equity|FCT SP Equity|HKL SP Equity,SIA SP Equity|SATS SP Equity|ST SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,1.0,1,13.78,50.1,Full
2020-02-29,-0.042090086885022145,0.0617950803029728,0.019704993417950657,-0.0434183657999167,0.3333333333333333,YZJSGD SP Equity|SGX SP Equity|MPACT SP Equity|HKL SP Equity|THBEV SP Equity|MINT SP Equity,GENS SP Equity|SIA SP Equity|ST SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,1.0,1,18.84,50.3,Full
2020-03-31,-0.10332078464527358,0.17010345978189498,0.0667826751366214,-0.16469908396085597,0.16666666666666666,SGX SP Equity|YZJSGD SP Equity|MPACT SP Equity|SCI SP Equity|MINT SP Equity|HKL SP Equity,SIA SP Equity|GENS SP Equity|ST SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,0.0,0,40.11,48.7,Full
2020-04-30,0.09215280670575975,-0.04019115726232789,0.05196164944343186,0.08073315471722418,0.16666666666666666,YZJSGD SP Equity|SGX SP Equity|HKL SP Equity|MINT SP Equity|SCI SP Equity|STE SP Equity,SATS SP Equity|ST SP Equity|SIA SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,0.0,0,53.54,45.4,Full
2020-05-31,-0.03554042432858258,0.12012503621887355,0.08458461189029097,-0.020452785500778007,0.16666666666666666,SGX SP Equity|YZJSGD SP Equity|SCI SP Equity|HKL SP Equity|KDCREIT SP Equity|MINT SP Equity,SATS SP Equity|ST SP Equity|SIA SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,0.0,0,34.15,44.7,Full
2020-06-30,0.07256466731413834,0.050456074759806326,0.12302074207394467,0.025453511742459047,0.0,SGX SP Equity|YZJSGD SP Equity|SCI SP Equity|HKL SP Equity|KDCREIT SP Equity|MINT SP Equity,CICT SP Equity|ST SP Equity|SIA SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,0.0,0,27.51,46.8,Full
2020-07-31,0.05255268096306978,0.05352654088512716,0.10607922184819694,0.0029696969586086677,0.16666666666666666,YZJSGD SP Equity|SGX SP Equity|HKL SP Equity|MLT SP Equity|KDCREIT SP Equity|MINT SP Equity,ST SP Equity|SATS SP Equity|JM SP Equity|SIA SP Equity|DFI SP Equity|STM SP Equity,0.0,0,30.43,48.0,Full
2020-08-31,0.012116106431208752,0.003999945444847918,0.01611605187605667,0.002445077454438583,0.16666666666666666,SGX SP Equity|YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|MINT SP Equity|KDCREIT SP Equity,ST SP Equity|JM SP Equity|SIA SP Equity|DFI SP Equity|SATS SP Equity|STM SP Equity,0.0,1,24.46,50.2,Full
2020-09-30,0.09806014517356278,0.10422905156304196,0.20228919673660473,-0.010846900053199158,0.0,YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|KDCREIT SP Equity|SCI SP Equity|MINT SP Equity,ST SP Equity|JM SP Equity|DFI SP Equity|SIA SP Equity|SATS SP Equity|STM SP Equity,0.0,1,26.41,50.1,Full
2020-10-31,-0.029291490006174165,0.018909407568095567,-0.010382082438078599,-0.03369868613231619,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|KDCREIT SP Equity|VMS SP Equity|MINT SP Equity,CICT SP Equity|DFI SP Equity|SATS SP Equity|STM SP Equity|JM SP Equity|SIA SP Equity,0.0,1,26.37,50.3,Full
2020-11-30,0.03383581358810194,-0.2496290078726342,-0.21579319428453225,0.1449875837297319,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|VMS SP Equity|MINT SP Equity,ST SP Equity|DFI SP Equity|STM SP Equity|SATS SP Equity|SIA SP Equity|JM SP Equity,0.0,1,38.02,50.5,Full
2020-12-31,0.015470795991787967,0.02060504041834949,0.03607583641013745,0.0161314388917532,0.0,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|VMS SP Equity|MINT SP Equity,DFI SP Equity|ST SP Equity|STM SP Equity|SATS SP Equity|SIA SP Equity|JM SP Equity,0.0,1,20.57,50.4,Full
2021-01-31,0.034421574885187566,-0.004851128099271485,0.029570446785916082,0.015408223162172344,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|FLT SP Equity|MINT SP Equity,ST SP Equity|DFI SP Equity|SATS SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity,0.0,1,22.75,50.5,Full
2021-02-28,0.018256198641205933,-0.06542748677582011,-0.04717128813461417,0.009655401670922461,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|FLT SP Equity|VMS SP Equity,CICT SP Equity|DFI SP Equity|ST SP Equity|SATS SP Equity|SIA SP Equity|STM SP Equity,0.0,1,33.09,50.7,Full
2021-03-31,0.06755904636013502,-0.10210871509885275,-0.03454966873871773,0.056605904584727376,0.0,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|FLT SP Equity|VMS SP Equity,CIT SP Equity|ST SP Equity|SATS SP Equity|JM SP Equity|SIA SP Equity|STM SP Equity,0.0,1,27.95,50.5,Full
2021-04-30,0.06549000444421413,-0.02034183201715035,0.045148172427063774,0.023853046300112014,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SCI SP Equity|SGX SP Equity|FLT SP Equity|MPACT SP Equity,CIT SP Equity|SATS SP Equity|ST SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity,1.0,1,19.4,50.8,Full
2021-05-31,0.010873351700673719,0.028622364768095168,0.039495716468768885,-0.013816809499467586,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SCI SP Equity|FLT SP Equity|MPACT SP Equity|VMS SP Equity,SATS SP Equity|CLAR SP Equity|ST SP Equity|SIA SP Equity|DFI SP Equity|STM SP Equity,1.0,1,18.61,50.9,Full
2021-06-30,0.00293578574447715,0.08562443364177041,0.08856021938624756,-0.021912743316160565,0.3333333333333333,HKL SP Equity|YZJSGD SP Equity|SCI SP Equity|MPACT SP Equity|FCT SP Equity|SGX SP Equity,DFI SP Equity|SATS SP Equity|ST SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity,1.0,1,16.76,50.7,Full
2021-07-31,-0.006630040867996816,0.008741653883367902,0.0021116130153710855,0.0013038953578997504,0.0,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|MPACT SP Equity|FCT SP Equity,CICT SP Equity|DFI SP Equity|MINT SP Equity|SATS SP Equity|ST SP Equity|STM SP Equity,1.0,1,15.83,50.8,Full
2021-08-31,-0.03339620798169155,0.04280973515110721,0.00941352716941566,-0.027497125518782736,0.0,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|MPACT SP Equity|FCT SP Equity,SATS SP Equity|ST SP Equity|MINT SP Equity|JM SP Equity|DFI SP Equity|STM SP Equity,1.0,1,18.24,51.0,Full
2021-09-30,-0.005706796433763068,0.012729333478916083,0.007022537045153015,-0.007931444400643152,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SCI SP Equity|SGX SP Equity|MPACT SP Equity|OCBC SP Equity,ST SP Equity|MINT SP Equity|KDCREIT SP Equity|DFI SP Equity|STM SP Equity|JM SP Equity,1.0,1,16.48,50.9,Full
2021-10-31,0.05601213845433843,-0.01322035057305265,0.04279178788128578,0.03502024349884679,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|SGX SP Equity|KEP SP Equity|MPACT SP Equity,ST SP Equity|STM SP Equity|KDCREIT SP Equity|JM SP Equity|SATS SP Equity|DFI SP Equity,0.0,1,23.14,50.8,Full
2021-11-30,-0.05681207843194384,0.03982138907552575,-0.016990689356418086,-0.04212709504528903,0.3333333333333333,YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|KEP SP Equity|DBS SP Equity|OCBC SP Equity,CLAR SP Equity|STM SP Equity|SATS SP Equity|KDCREIT SP Equity|DFI SP Equity|JM SP Equity,1.0,1,16.26,50.8,Full
2021-12-31,0.018549528747749684,0.009835797288857868,0.028385326036607553,0.010590999679592651,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|MPACT SP Equity|SGX SP Equity|DBS SP Equity|KEP SP Equity,CLAR SP Equity|JM SP Equity|STM SP Equity|KDCREIT SP Equity|SATS SP Equity|DFI SP Equity,0.0,1,27.19,50.6,Full
2022-01-31,-0.002737987807955268,0.010506553091063065,0.0077685652831077975,-0.0016002267556819146,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|KEP SP Equity|MPACT SP Equity|FCT SP Equity,ST SP Equity|KDCREIT SP Equity|JM SP Equity|SATS SP Equity|DFI SP Equity|STM SP Equity,1.0,1,17.22,50.7,Full
2022-02-28,0.01995349885393208,-0.02648607312476735,-0.00653257427083527,0.021179698026870912,0.3333333333333333,YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|DBS SP Equity|KEP SP Equity|FLT SP Equity,ST SP Equity|CICT SP Equity|STM SP Equity|SATS SP Equity|DFI SP Equity|JM SP Equity,0.0,1,24.83,50.6,Full
2022-03-31,0.05268207670846832,-0.08875269920228218,-0.03607062249381386,0.060364459956524945,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|DBS SP Equity|UOB SP Equity|SGX SP Equity,MLT SP Equity|CICT SP Equity|KDCREIT SP Equity|STM SP Equity|DFI SP Equity|SATS SP Equity,0.0,1,30.15,50.2,Full
2022-04-30,0.043102802322362674,-0.005819011257920432,0.03728379106444224,0.010763342579434631,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|SGX SP Equity|DBS SP Equity,CICT SP Equity|KDCREIT SP Equity|JM SP Equity|STM SP Equity|SATS SP Equity|DFI SP Equity,0.0,1,20.56,50.1,Full
2022-05-31,0.00029924533710972,-0.012652909782873286,-0.012353664445763565,-0.009218095002992626,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|SGX SP Equity|UOB SP Equity,CICT SP Equity|KDCREIT SP Equity|STM SP Equity|SATS SP Equity|DFI SP Equity|JM SP Equity,0.0,1,33.4,50.3,Full
2022-06-30,-8.929643009218595e-05,0.0437860926724426,0.043696796242350414,-0.02569260203024047,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|SGX SP Equity|FCT SP Equity,CICT SP Equity|KDCREIT SP Equity|SATS SP Equity|STM SP Equity|DFI SP Equity|JM SP Equity,0.0,1,26.19,50.4,Full
2022-07-31,0.02983092852262768,-0.006601174358008052,0.02322975416461963,0.02943512973324236,0.0,HKL SP Equity|KEP SP Equity|YZJSGD SP Equity|SGX SP Equity|SCI SP Equity|FCT SP Equity,CICT SP Equity|JM SP Equity|KDCREIT SP Equity|STM SP Equity|SATS SP Equity|DFI SP Equity,0.0,1,28.71,50.3,Full
2022-08-31,0.025424231616730464,0.0098814169246772,0.035305648541407664,-4.074807267261347e-05,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|STE SP Equity|FCT SP Equity,MPACT SP Equity|GENS SP Equity|KDCREIT SP Equity|VMS SP Equity|SATS SP Equity|DFI SP Equity,0.0,1,21.33,50.1,Full
2022-09-30,-0.04949538138153447,0.12960860376373107,0.08011322238219659,-0.058146714265033914,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|FCT SP Equity|FLT SP Equity,MPACT SP Equity|STM SP Equity|VMS SP Equity|KDCREIT SP Equity|SATS SP Equity|DFI SP Equity,0.0,0,25.87,50.0,Full
2022-10-31,-0.03510742890920366,0.0416903620618356,0.006582933152631941,-0.023271020248384133,0.3333333333333333,HKL SP Equity|KEP SP Equity|SCI SP Equity|YZJSGD SP Equity|SGX SP Equity|JM SP Equity,GENS SP Equity|CLI SP Equity|KDCREIT SP Equity|ST SP Equity|SATS SP Equity|DFI SP Equity,0.0,0,31.62,49.9,Full
2022-11-30,0.0838905342716487,-0.07110983256373771,0.012780701707910999,0.07842535367362079,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|SGX SP Equity|FCT SP Equity,MPACT SP Equity|ST SP Equity|JM SP Equity|KDCREIT SP Equity|DFI SP Equity|SATS SP Equity,0.0,0,25.88,49.7,Full
2022-12-31,0.013922083884101266,-0.027272910388030557,-0.01335082650392929,0.012203736685276004,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SGX SP Equity|FCT SP Equity|STM SP Equity,SIA SP Equity|MPACT SP Equity|ST SP Equity|CLI SP Equity|SATS SP Equity|DFI SP Equity,0.0,0,20.58,49.8,Full
2023-01-31,0.03353919032151789,-0.06251464709476434,-0.02897545677324645,0.04898496345489037,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|KEP SP Equity|SGX SP Equity|SCI SP Equity|FCT SP Equity,CICT SP Equity|KDCREIT SP Equity|JM SP Equity|ST SP Equity|SATS SP Equity|DFI SP Equity,0.0,0,21.67,49.7,Full
2023-02-28,0.0040795592514758505,0.04126497554565968,0.04534453479713553,-0.026227646086370293,0.0,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SGX SP Equity|SCI SP Equity|FCT SP Equity,JM SP Equity|ST SP Equity|VMS SP Equity|KDCREIT SP Equity|DFI SP Equity|SATS SP Equity,1.0,0,19.4,49.8,Full
2023-03-31,0.029508461963989315,-0.011718472867304167,0.01778998909668515,0.017758367990745545,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|KEP SP Equity|STM SP Equity|SCI SP Equity,KDCREIT SP Equity|CLI SP Equity|DFI SP Equity|ST SP Equity|JM SP Equity|SATS SP Equity,0.0,0,20.7,50.0,Full
2023-04-30,0.023962333133816398,0.002550067644834883,0.02651240077865128,0.007199214279326104,0.3333333333333333,HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|SGX SP Equity|JM SP Equity|FCT SP Equity,WIL SP Equity|CICT SP Equity|CLI SP Equity|DFI SP Equity|ST SP Equity|SATS SP Equity,1.0,0,18.7,49.9,Full
2023-05-31,0.028669985972194452,0.03385725042418697,0.06252723639638141,-0.01967419063093801,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SCI SP Equity|KEP SP Equity|SGX SP Equity|JM SP Equity,CICT SP Equity|STM SP Equity|DFI SP Equity|CLI SP Equity|ST SP Equity|SATS SP Equity,1.0,0,15.78,49.7,Full
2023-06-30,0.03540753637448561,0.00820238567148715,0.04360992204597276,0.015895980673291628,0.16666666666666666,HKL SP Equity|KEP SP Equity|YZJSGD SP Equity|GENS SP Equity|SGX SP Equity|JM SP Equity,CICT SP Equity|CIT SP Equity|STM SP Equity|ST SP Equity|DFI SP Equity|SATS SP Equity,1.0,0,17.94,49.5,Full
2023-07-31,-0.009128692388172066,-0.043236854597785854,-0.05236554698595792,0.03391712307063553,0.3333333333333333,HKL SP Equity|SCI SP Equity|SGX SP Equity|KEP SP Equity|GENS SP Equity|FLT SP Equity,CLI SP Equity|ST SP Equity|JM SP Equity|STM SP Equity|DFI SP Equity|SATS SP Equity,1.0,0,13.59,49.7,Full
2023-08-31,-0.00019068622807936653,0.04199718859273417,0.04180650236465481,-0.02414869829659981,0.3333333333333333,HKL SP Equity|SCI SP Equity|SGX SP Equity|YZJSGD SP Equity|SIA SP Equity|KEP SP Equity,ST SP Equity|MINT SP Equity|STM SP Equity|CIT SP Equity|DFI SP Equity|SATS SP Equity,1.0,0,13.63,49.8,Full
2023-09-30,-0.02137635066417457,0.010134341677730035,-0.011242008986444533,-0.018488512515843367,0.0,HKL SP Equity|SGX SP Equity|SCI SP Equity|KEP SP Equity|YZJSGD SP Equity|SIA SP Equity,CLI SP Equity|CLAR SP Equity|STM SP Equity|MINT SP Equity|DFI SP Equity|SATS SP Equity,1.0,0,13.57,49.9,Full
2023-10-31,-0.07912635138118572,0.0939000468336047,0.01477369545241898,-0.06939443277793249,0.0,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|SIA SP Equity|KEP SP Equity|SCI SP Equity,CLAR SP Equity|CIT SP Equity|STM SP Equity|MINT SP Equity|SATS SP Equity|DFI SP Equity,0.0,1,17.52,50.1,Full
2023-11-30,0.04200422197226595,-0.028576126371983136,0.013428095600282814,0.03175569924349284,0.0,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|SIA SP Equity|KEP SP Equity|SCI SP Equity,STM SP Equity|CLAR SP Equity|CLI SP Equity|CIT SP Equity|DFI SP Equity|SATS SP Equity,0.0,1,18.14,50.2,Full
2023-12-31,0.047122916475875326,-0.07649318762935536,-0.029370271153480038,0.06324732851366541,0.16666666666666666,HKL SP Equity|SGX SP Equity|STE SP Equity|SIA SP Equity|YZJSGD SP Equity|SCI SP Equity,CIT SP Equity|CLAR SP Equity|VMS SP Equity|STM SP Equity|SATS SP Equity|DFI SP Equity,1.0,1,12.92,50.3,Full
2024-01-31,-0.014702024407802983,0.08063563990718564,0.06593361549938266,-0.0334523683666511,0.3333333333333333,HKL SP Equity|SGX SP Equity|FCT SP Equity|SCI SP Equity|STE SP Equity|KEP SP Equity,CLI SP Equity|CIT SP Equity|JM SP Equity|SATS SP Equity|DFI SP Equity|STM SP Equity,1.0,1,12.45,50.5,Full
2024-02-29,0.021914283553723934,0.03817031483651298,0.060084598390236915,-0.01565846974184943,0.3333333333333333,HKL SP Equity|SGX SP Equity|KEP SP Equity|STE SP Equity|OCBC SP Equity|MLT SP Equity,THBEV SP Equity|CLI SP Equity|CIT SP Equity|SATS SP Equity|STM SP Equity|DFI SP Equity,1.0,1,14.35,50.7,Full
2024-03-31,0.02002494203200815,0.026837344712548405,0.04686228674455656,0.005646672327247627,0.5,HKL SP Equity|SGX SP Equity|YZJSGD SP Equity|KEP SP Equity|FLT SP Equity|SCI SP Equity,CLI SP Equity|CIT SP Equity|JM SP Equity|SATS SP Equity|STM SP Equity|DFI SP Equity,1.0,1,13.4,50.6,Full
2024-04-30,0.008027827930320619,-0.017091162131510913,-0.009063334201190295,0.00463064919061306,0.3333333333333333,HKL SP Equity|SGX SP Equity|YZJSGD SP Equity|STE SP Equity|OCBC SP Equity|KEP SP Equity,CLI SP Equity|CIT SP Equity|ST SP Equity|SATS SP Equity|DFI SP Equity|STM SP Equity,1.0,1,13.01,50.7,Full
2024-05-31,0.08461489380364522,0.007014282728653019,0.09162917653229824,0.014058439410374664,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|SGX SP Equity|STE SP Equity|OCBC SP Equity|FLT SP Equity,CLI SP Equity|CIT SP Equity|ST SP Equity|SATS SP Equity|DFI SP Equity|STM SP Equity,1.0,1,15.65,50.5,Full
