Date,LongReturn_Net,ShortReturn_Net,LSReturn_Net,BenchmarkReturn,LongTurnover,LongTickers,ShortTickers,Regime_RiskOn,Regime_SGGrowth,VIX,SG_PMI,Label
2011-08-31,-0.12616045981638088,0.07968260587394707,-0.04647785394243381,-0.07943840688747285,0.16666666666666666,MINT SP Equity|HKL SP Equity|JM SP Equity|KEP SP Equity|STM SP Equity|YZJSGD SP Equity,STE SP Equity|OCBC SP Equity|CIT SP Equity|SIA SP Equity|WIL SP Equity|DFI SP Equity,0.0,0,25.25,49.3,Full
2011-09-30,-0.1667693625691793,0.020589137597859665,-0.14618022497131963,-0.0768976576661335,0.16666666666666666,MINT SP Equity|HKL SP Equity|UOL SP Equity|STM SP Equity|KEP SP Equity|YZJSGD SP Equity,SIA SP Equity|VMS SP Equity|SATS SP Equity|CIT SP Equity|WIL SP Equity|DFI SP Equity,0.0,0,31.62,49.4,Full
2011-10-31,0.1401023594491675,-0.07597767785469314,0.06412468159447435,0.07486872194867081,0.3333333333333333,MINT SP Equity|HKL SP Equity|KEP SP Equity|UOL SP Equity|MPACT SP Equity|SCI SP Equity,CIT SP Equity|SATS SP Equity|VMS SP Equity|GENS SP Equity|WIL SP Equity|SIA SP Equity,0.0,0,42.96,48.3,Full
2011-11-30,-0.02164765325094645,0.0800873117845537,0.05843965853360725,-0.057109860731752234,0.5,MPACT SP Equity|KEP SP Equity|FCT SP Equity|CLAR SP Equity|UOL SP Equity|MLT SP Equity,SATS SP Equity|DFI SP Equity|CIT SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity,0.0,0,29.96,49.5,Full
2011-12-31,-0.027117807844565082,0.008723993486136804,-0.018393814358428278,-0.011953501376445689,0.16666666666666666,KEP SP Equity|MPACT SP Equity|MINT SP Equity|CLAR SP Equity|UOL SP Equity|FCT SP Equity,CIT SP Equity|VMS SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,0.0,0,27.8,48.7,Full
2012-01-31,0.08578255120761435,-0.09430219182779807,-0.008519640620183719,0.10490356321178397,0.3333333333333333,KEP SP Equity|FCT SP Equity|MPACT SP Equity|CLAR SP Equity|JM SP Equity|SCI SP Equity,VMS SP Equity|CIT SP Equity|WIL SP Equity|GENS SP Equity|SIA SP Equity|DFI SP Equity,0.0,0,23.4,49.5,Full
2012-02-29,0.06296511933262272,-0.046826968501707145,0.016138150830915576,0.05755696831079799,0.16666666666666666,MPACT SP Equity|KEP SP Equity|FCT SP Equity|MINT SP Equity|CLAR SP Equity|SCI SP Equity,WIL SP Equity|CIT SP Equity|DFI SP Equity|VMS SP Equity|GENS SP Equity|SIA SP Equity,1.0,0,19.44,48.7,Full
2012-03-31,0.002584483507785801,-0.015041458617354102,-0.012456975109568301,0.00593829245736771,0.3333333333333333,KEP SP Equity|MPACT SP Equity|MINT SP Equity|THBEV SP Equity|JM SP Equity|FCT SP Equity,OCBC SP Equity|CIT SP Equity|VMS SP Equity|DFI SP Equity|SIA SP Equity|GENS SP Equity,1.0,1,18.43,50.4,Full
2012-04-30,0.00915385642978975,0.00560219168457025,0.014756048114360001,0.0073493041711968805,0.3333333333333333,KEP SP Equity|MPACT SP Equity|SCI SP Equity|MINT SP Equity|YZJSGD SP Equity|FCT SP Equity,VMS SP Equity|SATS SP Equity|CIT SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity,1.0,1,15.5,50.2,Full
2012-05-31,-0.026097355891632514,0.09067917565110048,0.06458181975946797,-0.0399742769614209,0.16666666666666666,KEP SP Equity|MPACT SP Equity|THBEV SP Equity|SCI SP Equity|YZJSGD SP Equity|MINT SP Equity,OCBC SP Equity|UOB SP Equity|WIL SP Equity|CIT SP Equity|GENS SP Equity|SIA SP Equity,1.0,0,17.15,49.7,Full
2012-06-30,0.02550184359226007,-0.016659864012166667,0.008841979580093404,0.03276531167270868,0.16666666666666666,THBEV SP Equity|MPACT SP Equity|KEP SP Equity|FCT SP Equity|MINT SP Equity|YZJSGD SP Equity,STM SP Equity|WIL SP Equity|VMS SP Equity|CIT SP Equity|GENS SP Equity|SIA SP Equity,0.0,1,24.06,50.4,Full
2012-07-31,0.04347611261491488,0.0039557656826356155,0.047431878297550495,0.03837151652288836,0.16666666666666666,THBEV SP Equity|FCT SP Equity|KEP SP Equity|YZJSGD SP Equity|SCI SP Equity|MINT SP Equity,OCBC SP Equity|DFI SP Equity|CIT SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity,0.0,1,17.08,50.4,Full
2012-08-31,0.020814229213395166,-0.016029824786130152,0.004784404427265014,0.020287351560140637,0.16666666666666666,THBEV SP Equity|KEP SP Equity|YZJSGD SP Equity|SCI SP Equity|FCT SP Equity|HKL SP Equity,CIT SP Equity|SGX SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity|JM SP Equity,0.0,0,18.93,49.8,Full
2012-09-30,0.05072062633365446,-0.029282851174208084,0.02143777515944638,0.02703111449063755,0.16666666666666666,KEP SP Equity|FCT SP Equity|THBEV SP Equity|YZJSGD SP Equity|HKL SP Equity|MPACT SP Equity,VMS SP Equity|DFI SP Equity|JM SP Equity|SIA SP Equity|WIL SP Equity|GENS SP Equity,1.0,0,17.47,49.1,Full
2012-10-31,0.025516469779097918,0.008976732471336383,0.0344932022504343,-0.0046143911813813065,0.16666666666666666,THBEV SP Equity|KEP SP Equity|HKL SP Equity|SCI SP Equity|FCT SP Equity|MPACT SP Equity,VMS SP Equity|DFI SP Equity|SIA SP Equity|JM SP Equity|WIL SP Equity|GENS SP Equity,1.0,0,15.73,48.7,Full
2012-11-30,-0.013592201100564333,0.006823402444377516,-0.006768798656186817,0.005465455736122171,0.3333333333333333,THBEV SP Equity|KEP SP Equity|SCI SP Equity|HKL SP Equity|YZJSGD SP Equity|MINT SP Equity,CIT SP Equity|DFI SP Equity|JM SP Equity|SIA SP Equity|WIL SP Equity|GENS SP Equity,1.0,0,18.6,48.3,Full
2012-12-31,0.021853887204910532,-0.04864682034273779,-0.026792933137827258,0.027975501369604302,0.16666666666666666,THBEV SP Equity|HKL SP Equity|YZJSGD SP Equity|KEP SP Equity|FCT SP Equity|SCI SP Equity,CIT SP Equity|JM SP Equity|DFI SP Equity|SIA SP Equity|WIL SP Equity|GENS SP Equity,1.0,0,15.87,48.8,Full
2013-01-31,0.10237975175134169,-0.05972027471161747,0.04265947703972422,0.056015665397068544,0.3333333333333333,THBEV SP Equity|HKL SP Equity|UOL SP Equity|MPACT SP Equity|YZJSGD SP Equity|FCT SP Equity,CIT SP Equity|JM SP Equity|DFI SP Equity|SIA SP Equity|WIL SP Equity|GENS SP Equity,0.0,0,18.02,48.6,Full
2013-02-28,0.024130110309116163,0.006468419462598498,0.03059852977171466,0.007161897152140016,0.0,THBEV SP Equity|HKL SP Equity|UOL SP Equity|MPACT SP Equity|YZJSGD SP Equity|FCT SP Equity,STM SP Equity|ST SP Equity|SIA SP Equity|WIL SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,14.28,50.2,Full
2013-03-31,0.0307830453012591,0.02613165932527557,0.05691470462653467,0.011422471755026073,0.0,THBEV SP Equity|HKL SP Equity|MPACT SP Equity|UOL SP Equity|YZJSGD SP Equity|FCT SP Equity,CIT SP Equity|STM SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,0,15.51,49.4,Full
2013-04-30,0.055002949630279255,-0.0016201215403410995,0.053382828089938154,0.03101418469376063,0.16666666666666666,THBEV SP Equity|HKL SP Equity|MPACT SP Equity|UOL SP Equity|FCT SP Equity|MINT SP Equity,STM SP Equity|CIT SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,12.7,50.6,Full
2013-05-31,-0.05340248526084484,0.01195460481745485,-0.04144788044338999,-0.032797738803937264,0.0,THBEV SP Equity|HKL SP Equity|UOL SP Equity|FCT SP Equity|MPACT SP Equity|MINT SP Equity,STM SP Equity|CIT SP Equity|WIL SP Equity|DFI SP Equity|SIA SP Equity|GENS SP Equity,1.0,1,13.52,50.3,Full
2013-06-30,-0.05851885496588132,0.04251344495526608,-0.016005410010615242,-0.04281410223407535,0.0,THBEV SP Equity|UOL SP Equity|MPACT SP Equity|HKL SP Equity|MINT SP Equity|FCT SP Equity,CIT SP Equity|VMS SP Equity|WIL SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,16.3,51.1,Full
2013-07-31,0.020731859809794605,-0.010819852808019732,0.009912007001774872,0.02220531605736292,0.16666666666666666,THBEV SP Equity|UOL SP Equity|HKL SP Equity|MPACT SP Equity|YZJSGD SP Equity|MINT SP Equity,VMS SP Equity|WIL SP Equity|CLAR SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,16.86,51.7,Full
2013-08-31,-0.05425018532904544,0.05917437841201779,0.004924193082972345,-0.04877939875964907,0.0,THBEV SP Equity|HKL SP Equity|UOL SP Equity|MPACT SP Equity|MINT SP Equity|YZJSGD SP Equity,CIT SP Equity|JM SP Equity|SIA SP Equity|DFI SP Equity|STM SP Equity|GENS SP Equity,1.0,1,13.45,51.8,Full
2013-09-30,0.07204295293976087,-0.05074573010002164,0.021297222839739234,0.05075234224342973,0.0,THBEV SP Equity|UOL SP Equity|HKL SP Equity|YZJSGD SP Equity|MPACT SP Equity|MINT SP Equity,WIL SP Equity|STM SP Equity|CIT SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,17.01,50.5,Full
2013-10-31,0.01848314282649828,-0.02902375415096748,-0.0105406113244692,0.02913047409738388,0.3333333333333333,UOL SP Equity|THBEV SP Equity|YZJSGD SP Equity|HKL SP Equity|FCT SP Equity|SGX SP Equity,JM SP Equity|CIT SP Equity|SIA SP Equity|STM SP Equity|DFI SP Equity|GENS SP Equity,1.0,1,16.6,50.5,Full
2013-11-30,-0.04705185498920337,0.040707191497172945,-0.006344663492030424,-0.026741318548099295,0.0,YZJSGD SP Equity|HKL SP Equity|THBEV SP Equity|FCT SP Equity|UOL SP Equity|SGX SP Equity,VMS SP Equity|JM SP Equity|SIA SP Equity|CIT SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,13.75,51.2,Full
2013-12-31,0.019747778071984218,0.008851312019974201,0.02859909009195842,-0.001486658784689315,0.16666666666666666,YZJSGD SP Equity|UOL SP Equity|SGX SP Equity|THBEV SP Equity|HKL SP Equity|KEP SP Equity,VMS SP Equity|SIA SP Equity|CIT SP Equity|GENS SP Equity|JM SP Equity|DFI SP Equity,1.0,1,13.7,50.8,Full
2014-01-31,-0.038265149376134455,0.046295112326827564,0.00802996295069311,-0.03813784565874244,0.16666666666666666,YZJSGD SP Equity|KEP SP Equity|SCI SP Equity|SGX SP Equity|THBEV SP Equity|UOL SP Equity,VMS SP Equity|SIA SP Equity|GENS SP Equity|CIT SP Equity|JM SP Equity|DFI SP Equity,1.0,0,13.72,49.7,Full
2014-02-28,0.012623440074022283,-0.03326433265567638,-0.0206408925816541,0.02421562886338495,0.16666666666666666,YZJSGD SP Equity|THBEV SP Equity|KEP SP Equity|SCI SP Equity|MINT SP Equity|SGX SP Equity,SIA SP Equity|STM SP Equity|GENS SP Equity|JM SP Equity|CIT SP Equity|DFI SP Equity,1.0,1,18.41,50.5,Full
2014-03-31,0.019298443763929134,-0.046542738685854804,-0.02724429492192567,0.021110473663215376,0.16666666666666666,YZJSGD SP Equity|MINT SP Equity|KEP SP Equity|SCI SP Equity|THBEV SP Equity|FCT SP Equity,WIL SP Equity|SIA SP Equity|CIT SP Equity|GENS SP Equity|JM SP Equity|DFI SP Equity,1.0,1,14.0,50.9,Full
2014-04-30,0.02352648199999303,-0.022068410101084568,0.0014580718989084633,0.03143352675562024,0.16666666666666666,YZJSGD SP Equity|SCI SP Equity|MINT SP Equity|THBEV SP Equity|MPACT SP Equity|KEP SP Equity,STE SP Equity|SIA SP Equity|JM SP Equity|CIT SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,13.88,50.8,Full
2014-05-31,0.018030505714904985,-0.006572773690172966,0.011457732024732019,0.016825256308848027,0.0,YZJSGD SP Equity|SCI SP Equity|KEP SP Equity|MINT SP Equity|THBEV SP Equity|MPACT SP Equity,STE SP Equity|VMS SP Equity|SIA SP Equity|CIT SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,13.41,51.1,Full
2014-06-30,0.0004644928964953178,0.003148347539476151,0.003612840435971469,-0.005905470886564119,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|SCI SP Equity|KEP SP Equity|MINT SP Equity|THBEV SP Equity,CLAR SP Equity|VMS SP Equity|STE SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,11.4,50.8,Full
2014-07-31,0.0198253923470931,-0.016312247463281436,0.0035131448838116655,0.02211113335694459,0.16666666666666666,YZJSGD SP Equity|SCI SP Equity|HKL SP Equity|MINT SP Equity|KEP SP Equity|MPACT SP Equity,VMS SP Equity|CIT SP Equity|SIA SP Equity|JM SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,11.57,50.5,Full
2014-08-31,0.013177245427547649,0.027480754616289765,0.04065800004383741,0.0020506073244984623,0.0,YZJSGD SP Equity|MPACT SP Equity|MINT SP Equity|HKL SP Equity|SCI SP Equity|KEP SP Equity,STM SP Equity|SATS SP Equity|SIA SP Equity|CIT SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,16.95,51.5,Full
2014-09-30,-0.0007330195501426657,0.03712875043888338,0.036395730888740714,-0.01886612748340455,0.3333333333333333,YZJSGD SP Equity|MPACT SP Equity|HKL SP Equity|THBEV SP Equity|KEP SP Equity|MLT SP Equity,STE SP Equity|SATS SP Equity|SIA SP Equity|STM SP Equity|GENS SP Equity|DFI SP Equity,1.0,0,11.98,49.7,Full
2014-10-31,-0.005561172760893217,-0.004220592993167618,-0.009781765754060836,0.0036879447964598406,0.16666666666666666,THBEV SP Equity|YZJSGD SP Equity|MPACT SP Equity|HKL SP Equity|MINT SP Equity|KEP SP Equity,CIT SP Equity|WIL SP Equity|STE SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,16.31,50.5,Full
2014-11-30,-0.008922290533617434,-0.002750343887025468,-0.011672634420642902,0.0027163862365579988,0.16666666666666666,THBEV SP Equity|YZJSGD SP Equity|MPACT SP Equity|HKL SP Equity|MINT SP Equity|MLT SP Equity,SATS SP Equity|STE SP Equity|CIT SP Equity|DFI SP Equity|SIA SP Equity|GENS SP Equity,1.0,1,14.03,51.9,Full
2014-12-31,6.359354205053361e-05,-0.017358580010162314,-0.01729498646811178,0.01150597012340998,0.0,THBEV SP Equity|HKL SP Equity|MPACT SP Equity|YZJSGD SP Equity|MINT SP Equity|MLT SP Equity,SATS SP Equity|CIT SP Equity|STM SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,13.33,51.8,Full
2015-01-31,0.05585545852589851,-0.003472166942658901,0.05238329158323961,0.018438858107381235,0.0,YZJSGD SP Equity|HKL SP Equity|MINT SP Equity|THBEV SP Equity|MPACT SP Equity|MLT SP Equity,STE SP Equity|STM SP Equity|VMS SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity,1.0,0,19.2,49.6,Full
2015-02-28,0.007176249453904,0.019566715573878332,0.026742965027782332,0.006674418053160915,0.0,YZJSGD SP Equity|HKL SP Equity|THBEV SP Equity|MINT SP Equity|MPACT SP Equity|MLT SP Equity,STE SP Equity|VMS SP Equity|SIA SP Equity|STM SP Equity|DFI SP Equity|GENS SP Equity,0.0,0,20.97,49.9,Full
2015-03-31,0.03018291968917638,0.005085906449285432,0.035268826138461815,0.012906777793210549,0.16666666666666666,HKL SP Equity|YZJSGD SP Equity|THBEV SP Equity|MINT SP Equity|MPACT SP Equity|FCT SP Equity,SIA SP Equity|STM SP Equity|STE SP Equity|SATS SP Equity|GENS SP Equity|DFI SP Equity,1.0,0,13.34,49.7,Full
2015-04-30,0.05929274718052244,-0.040971936475595314,0.018320810704927123,0.03439230035288889,0.3333333333333333,HKL SP Equity|YZJSGD SP Equity|MINT SP Equity|UOL SP Equity|MPACT SP Equity|SGX SP Equity,STE SP Equity|SIA SP Equity|VMS SP Equity|STM SP Equity|GENS SP Equity|DFI SP Equity,1.0,0,15.29,49.6,Full
2015-05-31,0.020939186086362468,0.03213563386691132,0.05307481995327379,-0.0155739504882942,0.16666666666666666,YZJSGD SP Equity|MINT SP Equity|HKL SP Equity|MPACT SP Equity|THBEV SP Equity|SGX SP Equity,CIT SP Equity|SIA SP Equity|STM SP Equity|JM SP Equity|DFI SP Equity|GENS SP Equity,1.0,0,14.55,49.4,Full
2015-06-30,-0.04656231793132366,0.039682732641151325,-0.006879585290172338,-0.025725807228527697,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|MINT SP Equity|SGX SP Equity|MPACT SP Equity|UOL SP Equity,SIA SP Equity|STE SP Equity|STM SP Equity|VMS SP Equity|GENS SP Equity|DFI SP Equity,1.0,1,13.84,50.2,Full
2015-07-31,-0.034133577001822804,0.031724652923804546,-0.0024089240780182583,-0.02230081702232703,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|MINT SP Equity|SGX SP Equity|THBEV SP Equity|MPACT SP Equity,STE SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity|DFI SP Equity|GENS SP Equity,0.0,1,18.23,50.4,Full
2015-08-31,-0.07212886914745134,0.08591079617789364,0.0137819270304423,-0.07663735121462803,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|KDCREIT SP Equity|THBEV SP Equity|MINT SP Equity|SGX SP Equity,JM SP Equity|VMS SP Equity|SIA SP Equity|STM SP Equity|DFI SP Equity|GENS SP Equity,1.0,0,12.12,49.7,Full
2015-09-30,-0.016687493415531298,0.017718194461690748,0.0010307010461594497,-0.022619797749020756,0.0,YZJSGD SP Equity|KDCREIT SP Equity|HKL SP Equity|THBEV SP Equity|MINT SP Equity|SGX SP Equity,VMS SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity|GENS SP Equity|DFI SP Equity,0.0,0,28.43,49.3,Full
2015-10-31,0.05915451386242659,-0.07148493928299521,-0.01233042542056862,0.06729914609015226,0.0,KDCREIT SP Equity|HKL SP Equity|MINT SP Equity|YZJSGD SP Equity|THBEV SP Equity|SGX SP Equity,CIT SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity|GENS SP Equity|DFI SP Equity,0.0,0,24.5,48.6,Full
2015-11-30,-0.019936234295225414,0.09643670134428631,0.0765004670490609,-0.048124218877199074,0.16666666666666666,KDCREIT SP Equity|MINT SP Equity|YZJSGD SP Equity|HKL SP Equity|SGX SP Equity|SATS SP Equity,WIL SP Equity|STE SP Equity|STM SP Equity|JM SP Equity|DFI SP Equity|GENS SP Equity,0.0,0,15.07,48.9,Full
2015-12-31,-0.005167220299182466,0.009524170892782399,0.004356950593599932,-0.001517566716167715,0.0,KDCREIT SP Equity|YZJSGD SP Equity|HKL SP Equity|MINT SP Equity|SGX SP Equity|SATS SP Equity,STE SP Equity|CIT SP Equity|JM SP Equity|STM SP Equity|DFI SP Equity|GENS SP Equity,1.0,0,16.13,49.2,Full
2016-01-31,-0.020581279859876365,0.03467938145088349,0.014098101591007127,-0.05067937670280737,0.3333333333333333,KDCREIT SP Equity|HKL SP Equity|THBEV SP Equity|SATS SP Equity|MINT SP Equity|VMS SP Equity,SIA SP Equity|JM SP Equity|CIT SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,1.0,0,18.21,49.5,Full
2016-02-29,0.011920572198474167,-0.022236061932705213,-0.010315489734231046,0.030992283802096055,0.16666666666666666,KDCREIT SP Equity|HKL SP Equity|MINT SP Equity|THBEV SP Equity|SGX SP Equity|SATS SP Equity,UOB SP Equity|CIT SP Equity|JM SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,0.0,0,20.2,49.0,Full
2016-03-31,0.03423539243051718,-0.09947348727391822,-0.06523809484340104,0.05145935574940652,0.0,KDCREIT SP Equity|MINT SP Equity|HKL SP Equity|SATS SP Equity|THBEV SP Equity|SGX SP Equity,DBS SP Equity|CIT SP Equity|SCI SP Equity|DFI SP Equity|STM SP Equity|GENS SP Equity,0.0,0,20.55,48.5,Full
2016-04-30,0.032309592506126535,-0.022316452085441616,0.009993140420684919,0.020172544451642235,0.16666666666666666,KDCREIT SP Equity|THBEV SP Equity|SATS SP Equity|HKL SP Equity|MINT SP Equity|CICT SP Equity,SCI SP Equity|DBS SP Equity|CIT SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,1.0,0,13.95,49.4,Full
2016-05-31,0.04569780649317065,0.03011803073227875,0.0758158372254494,-0.011997919952768528,0.3333333333333333,KDCREIT SP Equity|SGX SP Equity|THBEV SP Equity|MINT SP Equity|SATS SP Equity|FCT SP Equity,ST SP Equity|DBS SP Equity|SCI SP Equity|GENS SP Equity|STM SP Equity|DFI SP Equity,1.0,0,15.7,49.8,Full
2016-06-30,0.019038425692276952,-0.0076034363138136,0.011434989378463352,0.014129822596285868,0.16666666666666666,KDCREIT SP Equity|THBEV SP Equity|SATS SP Equity|MINT SP Equity|SGX SP Equity|HKL SP Equity,DBS SP Equity|SCI SP Equity|JM SP Equity|GENS SP Equity|DFI SP Equity|STM SP Equity,1.0,0,14.19,49.8,Full
2016-07-31,0.08229187934257653,0.013989908785070167,0.0962817881276467,0.025568233649530585,0.3333333333333333,THBEV SP Equity|VMS SP Equity|KDCREIT SP Equity|MINT SP Equity|SATS SP Equity|FCT SP Equity,YZJSGD SP Equity|DBS SP Equity|SCI SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,1.0,0,15.63,49.6,Full
2016-08-31,0.00023395303700348276,0.037478662857604095,0.03771261589460758,-0.002478946232666145,0.3333333333333333,THBEV SP Equity|MINT SP Equity|KDCREIT SP Equity|FCT SP Equity|MPACT SP Equity|SGX SP Equity,KEP SP Equity|DBS SP Equity|YZJSGD SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,1.0,0,11.87,49.3,Full
2016-09-30,0.019144851147187267,-0.029323623308728466,-0.0101787721615412,0.0150877653984106,0.16666666666666666,THBEV SP Equity|MPACT SP Equity|MINT SP Equity|KDCREIT SP Equity|HKL SP Equity|FCT SP Equity,DBS SP Equity|UOB SP Equity|WIL SP Equity|GENS SP Equity|DFI SP Equity|STM SP Equity,1.0,0,13.42,49.8,Full
2016-10-31,-0.006980751740146619,0.003311784510410417,-0.003668967229736202,-0.01740524474540765,0.16666666666666666,THBEV SP Equity|KDCREIT SP Equity|HKL SP Equity|MPACT SP Equity|MINT SP Equity|VMS SP Equity,YZJSGD SP Equity|WIL SP Equity|SCI SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,1.0,1,13.29,50.1,Full
2016-11-30,-0.05953680641550637,-0.09147472140100017,-0.15101152781650654,0.020315432940554382,0.16666666666666666,THBEV SP Equity|HKL SP Equity|KDCREIT SP Equity|MINT SP Equity|MPACT SP Equity|JM SP Equity,CLAR SP Equity|YZJSGD SP Equity|SCI SP Equity|DFI SP Equity|GENS SP Equity|STM SP Equity,0.0,0,17.06,50.0,Full
2016-12-31,-0.014472939584092816,-0.0034540368469930848,-0.0179269764310859,-0.00706698666741773,0.16666666666666666,THBEV SP Equity|KDCREIT SP Equity|HKL SP Equity|MINT SP Equity|VMS SP Equity|MPACT SP Equity,YZJSGD SP Equity|SCI SP Equity|DFI SP Equity|JM SP Equity|GENS SP Equity|STM SP Equity,1.0,1,13.33,50.2,Full
2017-01-31,0.04355732457664171,-0.09662516662155968,-0.05306784204491797,0.06143401050660794,0.0,THBEV SP Equity|HKL SP Equity|VMS SP Equity|MINT SP Equity|MPACT SP Equity|KDCREIT SP Equity,ST SP Equity|GENS SP Equity|CLAR SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,1,14.04,50.6,Full
2017-02-28,0.038230963905057716,-0.04421038383945687,-0.005979419934399155,0.031818545144849705,0.16666666666666666,THBEV SP Equity|VMS SP Equity|MINT SP Equity|HKL SP Equity|FLT SP Equity|MPACT SP Equity,ST SP Equity|SIA SP Equity|GENS SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,1,11.99,51.0,Full
2017-03-31,0.04179602667446721,-0.04101910552818102,0.0007769211462861914,0.037954887966807106,0.3333333333333333,HKL SP Equity|DBS SP Equity|SCI SP Equity|THBEV SP Equity|VMS SP Equity|MPACT SP Equity,DFI SP Equity|ST SP Equity|GENS SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity,1.0,1,12.92,50.9,Full
2017-04-30,0.001211938639557949,0.02092293815728666,0.02213487679684461,0.008641948466746756,0.3333333333333333,KEP SP Equity|DBS SP Equity|HKL SP Equity|FLT SP Equity|VMS SP Equity|SCI SP Equity,CICT SP Equity|FCT SP Equity|DFI SP Equity|SIA SP Equity|STM SP Equity|JM SP Equity,1.0,1,12.37,51.2,Full
2017-05-31,0.05036637994909898,-0.008074578027728267,0.04229180192137072,0.01894402527256568,0.3333333333333333,HKL SP Equity|YZJSGD SP Equity|VMS SP Equity|DBS SP Equity|MINT SP Equity|KEP SP Equity,ST SP Equity|WIL SP Equity|CLAR SP Equity|JM SP Equity|SIA SP Equity|STM SP Equity,1.0,1,10.82,51.1,Full
2017-06-30,-0.015438706516201486,0.006611435337874233,-0.008827271178327253,-0.0006602370839586698,0.16666666666666666,FLT SP Equity|HKL SP Equity|VMS SP Equity|YZJSGD SP Equity|KEP SP Equity|DBS SP Equity,ST SP Equity|WIL SP Equity|JM SP Equity|SIA SP Equity|DFI SP Equity|STM SP Equity,1.0,1,10.41,50.8,Full
2017-07-31,0.0712135895795082,-0.0142045237247503,0.0570090658547579,0.0343009894598105,0.3333333333333333,YZJSGD SP Equity|HKL SP Equity|VMS SP Equity|KEP SP Equity|GENS SP Equity|MLT SP Equity,WIL SP Equity|ST SP Equity|JM SP Equity|DFI SP Equity|SIA SP Equity|STM SP Equity,1.0,1,11.18,50.9,Full
2017-08-31,0.012608723398479633,0.009080621839362117,0.021689345237841752,0.007660470427539759,0.3333333333333333,YZJSGD SP Equity|HKL SP Equity|KEP SP Equity|STE SP Equity|MLT SP Equity|UOL SP Equity,CLAR SP Equity|ST SP Equity|JM SP Equity|SIA SP Equity|DFI SP Equity|STM SP Equity,1.0,1,10.26,51.0,Full
2017-09-30,0.003828979857117634,0.0034032818519167674,0.007232261709034401,-0.007649364619118731,0.3333333333333333,YZJSGD SP Equity|HKL SP Equity|KEP SP Equity|STE SP Equity|VMS SP Equity|DBS SP Equity,CLAR SP Equity|ST SP Equity|DFI SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity,1.0,1,10.59,51.8,Full
2017-10-31,0.08213379448118172,-0.042390998443720566,0.03974279603746115,0.06002590993905294,0.16666666666666666,YZJSGD SP Equity|HKL SP Equity|VMS SP Equity|UOL SP Equity|KEP SP Equity|STE SP Equity,SATS SP Equity|CLAR SP Equity|SIA SP Equity|DFI SP Equity|JM SP Equity|STM SP Equity,1.0,1,9.51,52.0,Full
2017-11-30,0.013651933873735284,-0.0071961804426998845,0.006455753431035399,0.0078298994526356,0.16666666666666666,YZJSGD SP Equity|VMS SP Equity|HKL SP Equity|UOL SP Equity|KEP SP Equity|MLT SP Equity,SATS SP Equity|CIT SP Equity|SIA SP Equity|JM SP Equity|STM SP Equity|DFI SP Equity,1.0,1,10.18,52.6,Full
2017-12-31,-0.020778125218561386,0.011138176315438834,-0.009639948903122551,-0.00162891991145291,0.0,YZJSGD SP Equity|VMS SP Equity|HKL SP Equity|UOL SP Equity|KEP SP Equity|MLT SP Equity,KDCREIT SP Equity|SIA SP Equity|STM SP Equity|SATS SP Equity|DFI SP Equity|JM SP Equity,1.0,1,11.28,52.9,Full
